State,Avg Daily Distance(Km),Avg Daily Distance levels(Km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Engin Capacity Groups,Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Gujarat,48.48,High Usage,KTM,125 Duke,"$154,579.00 ",2018,530,501-1000 cc,Electric,69,First,2018,Not Available,Individual,"$102,165.49 ",Tier 2
West Bengal,39.77,Moderate Usage,TVS,Sport,"$176,815.00 ",2015,530,501-1000 cc,Hybrid,76.08,First,2015,Not Available,Individual,"$121,579.20 ",Tier 1
Rajasthan,77.65,High Usage,Bajaj,CT 100,"$241,907.00 ",2024,530,501-1000 cc,Hybrid,77.05,First,2024,Not Available,Individual,"$144,021.70 ",Tier 2
Maharashtra,78.55,High Usage,Honda,CBR 650R,"$116,871.00 ",2021,530,501-1000 cc,Electric,81.54,First,2021,Expired,Individual,"$69,753.06 ",Tier 3
Uttar Pradesh,76.35,High Usage,Yamaha,Ray ZR,"$305,953.00 ",2021,530,501-1000 cc,Electric,90.01,First,2021,Active,Individual,"$208,428.93 ",Metro
Rajasthan,25.05,Moderate Usage,Royal Enfield,Himalayan,"$382,108.00 ",2022,530,501-1000 cc,Electric,91.06,Second,2024,Expired,Individual,"$269,654.72 ",Tier 2
Maharashtra,39.43,Moderate Usage,KTM,125 Duke,"$256,741.00 ",2015,530,501-1000 cc,Hybrid,98.2,Third,2019,Active,Individual,"$128,065.51 ",Tier 2
West Bengal,29.76,Moderate Usage,Hero,Glamour,"$74,456.00 ",2017,531,501-1000 cc,Petrol,25.56,Third,2023,Active,Dealer,"$56,908.93 ",Tier 2
Maharashtra,46.37,High Usage,Honda,Dio,"$274,019.00 ",2016,531,501-1000 cc,Petrol,45.13,Second,2018,Active,Dealer,"$142,256.96 ",Tier 1
Madhya Pradesh,55.98,High Usage,Bajaj,CT 100,"$216,288.00 ",2022,531,501-1000 cc,Hybrid,60.17,Third,2024,Active,Individual,"$103,902.97 ",Tier 1
Karnataka,43.89,High Usage,Honda,Unicorn,"$248,124.00 ",2015,531,501-1000 cc,Electric,60.39,First,2015,Active,Dealer,"$128,046.53 ",Metro
Gujarat,53.35,High Usage,Royal Enfield,Classic 350,"$312,290.00 ",2022,531,501-1000 cc,Hybrid,64.52,First,2022,Not Available,Individual,"$210,885.21 ",Metro
Uttar Pradesh,6.69,Lower Usage,Royal Enfield,Himalayan,"$160,812.00 ",2015,531,501-1000 cc,Hybrid,71.51,Second,2016,Active,Dealer,"$99,233.87 ",Metro
Gujarat,77,High Usage,Bajaj,Platina 110,"$322,552.00 ",2018,531,501-1000 cc,Electric,78.37,Second,2021,Active,Individual,"$231,139.31 ",Tier 1
Rajasthan,69.52,High Usage,Yamaha,Ray ZR,"$299,617.00 ",2017,531,501-1000 cc,Hybrid,80.26,Third,2024,Active,Dealer,"$140,381.99 ",Tier 1
Punjab,58.79,High Usage,TVS,Apache RTR 160,"$92,200.00 ",2019,531,501-1000 cc,Hybrid,85.38,First,2019,Active,Individual,"$44,461.43 ",Tier 1
Rajasthan,29.76,Moderate Usage,KTM,125 Duke,"$316,986.00 ",2023,531,501-1000 cc,Hybrid,86.85,Second,2023,Active,Dealer,"$141,037.20 ",Tier 1
Karnataka,35.62,Moderate Usage,Kawasaki,Ninja 300,"$393,729.00 ",2020,531,501-1000 cc,Electric,91.18,Third,2024,Not Available,Dealer,"$277,652.85 ",Tier 3
Gujarat,5.37,Lower Usage,Bajaj,Pulsar 150,"$174,267.00 ",2017,531,501-1000 cc,Hybrid,96.37,Second,2017,Expired,Individual,"$105,396.29 ",Tier 1
Uttar Pradesh,7.05,Lower Usage,Royal Enfield,Classic 350,"$69,367.00 ",2021,532,501-1000 cc,Petrol,34.87,First,2021,Active,Individual,"$54,376.21 ",Tier 3
Rajasthan,36.2,Moderate Usage,Bajaj,Dominar 400,"$217,634.00 ",2016,532,501-1000 cc,Petrol,50.69,First,2016,Not Available,Individual,"$132,029.56 ",Tier 3
Punjab,7.51,Lower Usage,Bajaj,CT 100,"$355,298.00 ",2019,532,501-1000 cc,Petrol,57.02,Third,2019,Not Available,Dealer,"$219,920.08 ",Tier 1
Uttar Pradesh,76.25,High Usage,Bajaj,Pulsar 150,"$318,102.00 ",2020,532,501-1000 cc,Hybrid,65.58,Second,2020,Not Available,Dealer,"$252,756.39 ",Tier 1
Tamil Nadu,8.92,Lower Usage,Kawasaki,Ninja 300,"$184,955.00 ",2021,532,501-1000 cc,Hybrid,65.75,Second,2024,Not Available,Individual,"$144,181.74 ",Tier 2
Uttar Pradesh,53,High Usage,Hero,Splendor Plus,"$122,572.00 ",2023,532,501-1000 cc,Hybrid,71.71,First,2023,Active,Individual,"$65,131.18 ",Tier 1
Uttar Pradesh,41.68,High Usage,KTM,RC 390,"$156,606.00 ",2024,532,501-1000 cc,Hybrid,74.32,First,2024,Expired,Individual,"$69,725.03 ",Tier 2
West Bengal,40.28,Moderate Usage,TVS,NTorq 125,"$306,576.00 ",2021,532,501-1000 cc,Electric,81.06,Second,2022,Active,Dealer,"$238,288.37 ",Tier 3
Gujarat,10.57,Lower Usage,Yamaha,MT-15,"$358,871.00 ",2022,532,501-1000 cc,Hybrid,90.13,Second,2023,Active,Dealer,"$282,322.16 ",Tier 3
Uttar Pradesh,60.29,High Usage,Royal Enfield,Himalayan,"$144,639.00 ",2022,532,501-1000 cc,Hybrid,90.4,Second,2024,Expired,Dealer,"$64,471.51 ",Tier 3
Delhi,25.25,Moderate Usage,Yamaha,Fascino 125,"$312,621.00 ",2021,532,501-1000 cc,Hybrid,93.18,First,2021,Expired,Individual,"$155,687.03 ",Tier 2
West Bengal,68.75,High Usage,Royal Enfield,Meteor 350,"$191,941.00 ",2016,532,501-1000 cc,Hybrid,95.77,Third,2017,Not Available,Individual,"$83,528.06 ",Tier 1
Rajasthan,35.08,Moderate Usage,Kawasaki,Z650,"$165,197.00 ",2015,532,501-1000 cc,Hybrid,98.3,First,2015,Not Available,Individual,"$79,517.09 ",Tier 3
Karnataka,37.26,Moderate Usage,Royal Enfield,Classic 350,"$54,480.00 ",2020,532,501-1000 cc,Electric,98.38,First,2020,Not Available,Dealer,"$40,712.92 ",Tier 3
Punjab,43.04,High Usage,Bajaj,Dominar 400,"$369,351.00 ",2021,533,501-1000 cc,Petrol,35.97,Second,2023,Not Available,Individual,"$245,782.38 ",Tier 1
Delhi,5.8,Lower Usage,Kawasaki,Z650,"$240,096.00 ",2019,533,501-1000 cc,Petrol,45.07,Second,2021,Expired,Dealer,"$178,293.50 ",Tier 2
Rajasthan,62.92,High Usage,Hero,HF Deluxe,"$60,381.00 ",2020,533,501-1000 cc,Petrol,52.77,First,2020,Active,Individual,"$28,211.54 ",Tier 1
Gujarat,79.38,High Usage,Bajaj,Pulsar 150,"$172,867.00 ",2019,533,501-1000 cc,Hybrid,61.54,Third,2021,Active,Individual,"$98,757.76 ",Tier 2
Delhi,43.86,High Usage,Yamaha,FZ V3,"$314,285.00 ",2017,533,501-1000 cc,Hybrid,63.39,Second,2018,Not Available,Individual,"$168,542.84 ",Tier 1
Delhi,48.64,High Usage,Yamaha,MT-15,"$287,235.00 ",2024,533,501-1000 cc,Hybrid,73.54,Third,2024,Expired,Individual,"$206,120.62 ",Tier 1
Gujarat,35.87,Moderate Usage,Yamaha,Ray ZR,"$304,479.00 ",2023,533,501-1000 cc,Hybrid,82.44,First,2023,Active,Individual,"$215,546.53 ",Tier 3
Punjab,53.95,High Usage,Royal Enfield,Classic 350,"$264,113.00 ",2021,533,501-1000 cc,Hybrid,88.87,First,2021,Expired,Individual,"$135,171.47 ",Metro
Uttar Pradesh,58.39,High Usage,TVS,NTorq 125,"$197,810.00 ",2015,533,501-1000 cc,Electric,91.3,Second,2017,Expired,Dealer,"$126,364.34 ",Tier 3
Karnataka,60.3,High Usage,Yamaha,FZ V3,"$73,014.00 ",2019,533,501-1000 cc,Electric,94.63,First,2019,Expired,Individual,"$41,106.76 ",Metro
Maharashtra,26.81,Moderate Usage,Hero,Glamour,"$114,736.00 ",2018,533,501-1000 cc,Electric,96.91,Second,2022,Active,Individual,"$67,640.15 ",Tier 2
Rajasthan,23.12,Moderate Usage,Yamaha,FZ V3,"$59,215.00 ",2018,534,501-1000 cc,Petrol,30.88,Third,2023,Active,Dealer,"$44,320.06 ",Metro
Rajasthan,56.48,High Usage,Hero,Glamour,"$57,829.00 ",2015,534,501-1000 cc,Petrol,35.77,First,2015,Expired,Individual,"$43,447.49 ",Tier 3
Karnataka,58.97,High Usage,TVS,Ronin,"$366,688.00 ",2016,534,501-1000 cc,Petrol,38.39,First,2016,Expired,Individual,"$180,460.65 ",Tier 1
Maharashtra,53.52,High Usage,Hero,Xtreme 160R,"$68,147.00 ",2015,534,501-1000 cc,Petrol,40.64,Second,2015,Expired,Dealer,"$41,209.43 ",Tier 2
Gujarat,22.62,Moderate Usage,KTM,250 Duke,"$72,775.00 ",2024,534,501-1000 cc,Petrol,46.37,First,2024,Not Available,Individual,"$53,077.25 ",Tier 3
Tamil Nadu,42.38,High Usage,Royal Enfield,Classic 350,"$269,892.00 ",2019,534,501-1000 cc,Petrol,54.88,Third,2019,Expired,Individual,"$148,086.19 ",Tier 3
Karnataka,79.63,High Usage,Kawasaki,Ninja 400,"$265,717.00 ",2021,534,501-1000 cc,Petrol,59.8,First,2021,Not Available,Dealer,"$182,319.64 ",Tier 3
West Bengal,49.73,High Usage,Honda,Shine,"$144,549.00 ",2016,534,501-1000 cc,Electric,69.27,Third,2017,Active,Dealer,"$89,849.38 ",Metro
Maharashtra,50.75,High Usage,Yamaha,Ray ZR,"$59,703.00 ",2018,534,501-1000 cc,Electric,77.11,Second,2020,Active,Dealer,"$29,154.08 ",Metro
Delhi,37.96,Moderate Usage,Royal Enfield,Meteor 350,"$169,615.00 ",2016,534,501-1000 cc,Hybrid,77.71,Second,2018,Active,Dealer,"$79,068.06 ",Tier 3
Tamil Nadu,58.18,High Usage,Honda,CBR 650R,"$50,839.00 ",2022,534,501-1000 cc,Hybrid,79.25,Third,2022,Expired,Individual,"$23,580.70 ",Tier 1
Tamil Nadu,35.28,Moderate Usage,Kawasaki,Ninja 400,"$172,782.00 ",2023,535,501-1000 cc,Petrol,36.37,Second,2023,Expired,Individual,"$74,027.35 ",Tier 2
Rajasthan,59.65,High Usage,Kawasaki,Versys 650,"$334,397.00 ",2024,535,501-1000 cc,Petrol,40.74,First,2024,Not Available,Individual,"$265,455.42 ",Tier 3
Delhi,69.43,High Usage,Honda,Unicorn,"$177,239.00 ",2019,535,501-1000 cc,Petrol,45.72,Second,2024,Expired,Individual,"$79,274.57 ",Metro
Rajasthan,53.64,High Usage,Hero,Xtreme 160R,"$376,221.00 ",2022,535,501-1000 cc,Hybrid,74.36,First,2022,Active,Individual,"$209,920.10 ",Tier 1
Madhya Pradesh,32.03,Moderate Usage,Royal Enfield,Interceptor 650,"$53,430.00 ",2024,535,501-1000 cc,Hybrid,75.28,First,2024,Expired,Dealer,"$36,029.92 ",Tier 2
Gujarat,73.59,High Usage,Yamaha,Ray ZR,"$284,417.00 ",2015,535,501-1000 cc,Hybrid,77.2,Second,2018,Active,Individual,"$181,964.77 ",Tier 3
Madhya Pradesh,31.35,Moderate Usage,Honda,Activa,"$212,387.00 ",2019,535,501-1000 cc,Electric,86.87,Third,2022,Active,Dealer,"$118,501.48 ",Tier 1
Gujarat,35.58,Moderate Usage,Yamaha,Fascino 125,"$234,432.00 ",2015,535,501-1000 cc,Electric,88.39,Third,2022,Active,Dealer,"$141,505.74 ",Tier 3
Delhi,63.14,High Usage,Yamaha,MT-15,"$325,223.00 ",2019,535,501-1000 cc,Hybrid,93.52,First,2019,Active,Individual,"$216,084.18 ",Tier 3
Punjab,76.96,High Usage,KTM,Duke 200,"$174,880.00 ",2019,535,501-1000 cc,Hybrid,98.93,First,2019,Active,Individual,"$76,256.84 ",Tier 3
West Bengal,60.01,High Usage,Hero,Xtreme 160R,"$306,747.00 ",2019,535,501-1000 cc,Hybrid,99.88,Second,2021,Expired,Dealer,"$140,083.73 ",Tier 3
Rajasthan,55.6,High Usage,Honda,Dio,"$131,470.00 ",2019,536,501-1000 cc,Petrol,37.12,First,2019,Active,Individual,"$94,184.85 ",Metro
Delhi,63.72,High Usage,Yamaha,R15 V4,"$375,951.00 ",2021,536,501-1000 cc,Petrol,39.11,First,2021,Expired,Individual,"$285,390.23 ",Tier 2
Tamil Nadu,67.96,High Usage,Yamaha,Fascino 125,"$160,977.00 ",2021,536,501-1000 cc,Petrol,43.8,Third,2024,Active,Individual,"$98,280.56 ",Metro
Madhya Pradesh,72.18,High Usage,Honda,Activa,"$109,212.00 ",2019,536,501-1000 cc,Petrol,44.48,Second,2022,Expired,Dealer,"$82,364.54 ",Tier 2
Madhya Pradesh,34.4,Moderate Usage,Bajaj,CT 100,"$189,134.00 ",2016,536,501-1000 cc,Petrol,51.74,Third,2020,Active,Individual,"$103,792.51 ",Tier 1
Tamil Nadu,35.89,Moderate Usage,TVS,Jupiter,"$143,358.00 ",2017,536,501-1000 cc,Hybrid,60.31,First,2017,Not Available,Dealer,"$62,868.11 ",Tier 2
Delhi,33.93,Moderate Usage,Yamaha,R15 V4,"$289,007.00 ",2019,536,501-1000 cc,Hybrid,61.5,Third,2022,Not Available,Individual,"$186,301.76 ",Metro
Madhya Pradesh,67.69,High Usage,TVS,Ronin,"$143,708.00 ",2018,536,501-1000 cc,Hybrid,64.48,First,2018,Expired,Individual,"$72,186.52 ",Tier 2
Uttar Pradesh,41.54,High Usage,TVS,NTorq 125,"$381,742.00 ",2024,536,501-1000 cc,Hybrid,78.6,First,2024,Not Available,Dealer,"$270,438.14 ",Tier 3
Uttar Pradesh,33.26,Moderate Usage,Yamaha,FZ V3,"$361,928.00 ",2021,536,501-1000 cc,Hybrid,81.54,Third,2022,Not Available,Dealer,"$202,858.73 ",Metro
West Bengal,10.98,Lower Usage,TVS,Sport,"$272,377.00 ",2021,536,501-1000 cc,Electric,88.46,Third,2021,Not Available,Individual,"$194,324.61 ",Metro
Uttar Pradesh,38.6,Moderate Usage,Honda,Shine,"$231,888.00 ",2022,536,501-1000 cc,Hybrid,93.3,Second,2022,Not Available,Individual,"$157,396.70 ",Metro
Delhi,14.58,Lower Usage,Kawasaki,Versys 650,"$395,014.00 ",2019,536,501-1000 cc,Hybrid,96.98,First,2019,Expired,Dealer,"$215,633.27 ",Tier 2
West Bengal,73.95,High Usage,TVS,NTorq 125,"$182,928.00 ",2016,536,501-1000 cc,Hybrid,99.63,First,2016,Active,Dealer,"$106,633.98 ",Metro
Rajasthan,71,High Usage,Honda,CBR 650R,"$359,141.00 ",2016,537,501-1000 cc,Petrol,37.31,Second,2021,Expired,Individual,"$227,185.61 ",Tier 3
Madhya Pradesh,19.21,Lower Usage,Royal Enfield,Himalayan,"$84,656.00 ",2022,537,501-1000 cc,Petrol,44.43,First,2022,Not Available,Individual,"$58,286.08 ",Tier 3
Maharashtra,9.03,Lower Usage,Bajaj,CT 100,"$346,911.00 ",2018,537,501-1000 cc,Petrol,47.3,First,2018,Not Available,Individual,"$235,014.30 ",Tier 2
Gujarat,49.38,High Usage,Honda,Unicorn,"$317,503.00 ",2019,537,501-1000 cc,Petrol,49.96,Second,2020,Active,Individual,"$232,030.01 ",Tier 1
Karnataka,18.55,Lower Usage,Kawasaki,Ninja 300,"$185,823.00 ",2016,537,501-1000 cc,Electric,61.87,Second,2022,Expired,Dealer,"$139,508.02 ",Tier 3
Uttar Pradesh,16.36,Lower Usage,KTM,390 Adventure,"$336,425.00 ",2021,537,501-1000 cc,Hybrid,66.93,First,2021,Not Available,Individual,"$136,795.57 ",Tier 1
Punjab,57.92,High Usage,Yamaha,FZ V3,"$283,812.00 ",2018,537,501-1000 cc,Hybrid,81.63,First,2018,Not Available,Dealer,"$187,676.17 ",Tier 1
West Bengal,45.81,High Usage,Hero,Splendor Plus,"$294,115.00 ",2019,537,501-1000 cc,Electric,86.29,First,2019,Not Available,Individual,"$212,103.12 ",Tier 3
West Bengal,75.03,High Usage,Hero,Passion Pro,"$100,867.00 ",2016,537,501-1000 cc,Hybrid,91.62,First,2016,Not Available,Dealer,"$71,919.00 ",Tier 2
Karnataka,30.46,Moderate Usage,Hero,HF Deluxe,"$356,765.00 ",2022,537,501-1000 cc,Electric,93.46,First,2022,Not Available,Individual,"$226,092.38 ",Tier 3
Rajasthan,30.61,Moderate Usage,Kawasaki,Z650,"$380,430.00 ",2024,537,501-1000 cc,Electric,97.49,Third,2024,Expired,Individual,"$235,653.52 ",Metro
Gujarat,54.52,High Usage,Hero,HF Deluxe,"$284,874.00 ",2021,538,501-1000 cc,Petrol,26.36,Second,2024,Expired,Dealer,"$129,923.13 ",Tier 2
Karnataka,61.22,High Usage,KTM,250 Duke,"$288,006.00 ",2019,538,501-1000 cc,Petrol,32.71,First,2019,Active,Dealer,"$206,079.53 ",Tier 3
Madhya Pradesh,26.79,Moderate Usage,TVS,Apache RTR 160,"$112,568.00 ",2021,538,501-1000 cc,Petrol,33.05,Second,2024,Expired,Individual,"$88,975.66 ",Tier 2
Madhya Pradesh,24.83,Moderate Usage,Kawasaki,Vulcan S,"$280,510.00 ",2022,538,501-1000 cc,Petrol,37.02,Second,2022,Not Available,Individual,"$160,584.64 ",Tier 1
Karnataka,5.03,Lower Usage,Kawasaki,Ninja 400,"$289,825.00 ",2020,538,501-1000 cc,Petrol,46.62,First,2020,Not Available,Dealer,"$165,132.53 ",Tier 1
Punjab,21.31,Moderate Usage,Hero,Passion Pro,"$326,966.00 ",2020,538,501-1000 cc,Hybrid,61.62,Second,2023,Expired,Dealer,"$252,121.48 ",Metro
Madhya Pradesh,12.15,Lower Usage,KTM,Duke 200,"$169,841.00 ",2016,538,501-1000 cc,Electric,65.51,Second,2024,Expired,Dealer,"$109,105.92 ",Tier 1
Punjab,51.45,High Usage,Hero,Xtreme 160R,"$234,956.00 ",2017,538,501-1000 cc,Hybrid,68.32,First,2017,Expired,Individual,"$120,398.17 ",Tier 2
Uttar Pradesh,22.52,Moderate Usage,KTM,390 Adventure,"$120,839.00 ",2016,538,501-1000 cc,Electric,84.85,First,2016,Not Available,Dealer,"$95,496.61 ",Metro
West Bengal,66.6,High Usage,Hero,Glamour,"$138,595.00 ",2016,538,501-1000 cc,Hybrid,87.12,First,2016,Expired,Dealer,"$69,616.53 ",Tier 3
West Bengal,33.66,Moderate Usage,Yamaha,FZ V3,"$224,403.00 ",2021,538,501-1000 cc,Electric,91.12,Third,2021,Expired,Individual,"$135,450.81 ",Tier 1
Tamil Nadu,5.91,Lower Usage,Royal Enfield,Interceptor 650,"$238,694.00 ",2016,539,501-1000 cc,Petrol,26.13,First,2016,Active,Individual,"$108,378.52 ",Metro
Maharashtra,72.73,High Usage,Bajaj,CT 100,"$317,941.00 ",2018,539,501-1000 cc,Petrol,29.36,Third,2020,Expired,Individual,"$170,870.29 ",Tier 2
Karnataka,27.39,Moderate Usage,Bajaj,Dominar 400,"$217,209.00 ",2018,539,501-1000 cc,Petrol,46,First,2018,Not Available,Dealer,"$127,707.23 ",Tier 3
Karnataka,6.81,Lower Usage,Kawasaki,Ninja 300,"$389,632.00 ",2015,539,501-1000 cc,Petrol,48.61,First,2015,Not Available,Dealer,"$229,570.20 ",Tier 3
Uttar Pradesh,50.73,High Usage,Kawasaki,Ninja 300,"$130,066.00 ",2022,539,501-1000 cc,Electric,62.28,Second,2024,Active,Individual,"$66,426.77 ",Tier 1
Madhya Pradesh,39.58,Moderate Usage,TVS,NTorq 125,"$365,843.00 ",2020,539,501-1000 cc,Electric,62.91,Second,2021,Active,Individual,"$277,854.91 ",Tier 1
Punjab,70.35,High Usage,Kawasaki,Ninja 400,"$282,418.00 ",2020,539,501-1000 cc,Hybrid,64.52,Third,2021,Not Available,Dealer,"$176,851.86 ",Tier 1
Delhi,17.41,Lower Usage,Yamaha,MT-15,"$151,506.00 ",2024,539,501-1000 cc,Electric,81.18,Third,2024,Active,Individual,"$73,294.16 ",Tier 1
Karnataka,23.65,Moderate Usage,Yamaha,Ray ZR,"$316,406.00 ",2024,539,501-1000 cc,Hybrid,81.45,Third,2024,Not Available,Individual,"$134,535.03 ",Tier 2
Rajasthan,33.62,Moderate Usage,TVS,Apache RTR 160,"$305,039.00 ",2017,539,501-1000 cc,Electric,83.44,First,2017,Expired,Dealer,"$215,505.69 ",Metro
Karnataka,31.36,Moderate Usage,Honda,Unicorn,"$229,806.00 ",2015,539,501-1000 cc,Hybrid,83.77,Third,2020,Not Available,Dealer,"$152,506.93 ",Metro
Maharashtra,56.49,High Usage,Yamaha,Fascino 125,"$286,876.00 ",2018,539,501-1000 cc,Hybrid,92.15,Third,2023,Active,Dealer,"$210,590.97 ",Tier 3
Maharashtra,74.99,High Usage,Hero,Glamour,"$98,417.00 ",2018,539,501-1000 cc,Hybrid,92.41,Third,2024,Active,Individual,"$75,184.93 ",Metro
Punjab,23.77,Moderate Usage,Royal Enfield,Interceptor 650,"$84,012.00 ",2019,539,501-1000 cc,Electric,96.52,First,2019,Not Available,Individual,"$36,773.61 ",Metro
Gujarat,11.14,Lower Usage,Royal Enfield,Hunter 350,"$322,755.00 ",2023,540,501-1000 cc,Petrol,34.71,Third,2023,Not Available,Individual,"$133,052.66 ",Tier 3
Punjab,35.35,Moderate Usage,Yamaha,FZ V3,"$353,849.00 ",2018,540,501-1000 cc,Petrol,38.09,Third,2018,Active,Individual,"$246,715.54 ",Tier 3
Madhya Pradesh,75.95,High Usage,Hero,Xtreme 160R,"$354,791.00 ",2017,540,501-1000 cc,Petrol,42.86,Second,2019,Active,Dealer,"$230,752.75 ",Tier 1
Gujarat,54.63,High Usage,Hero,Glamour,"$180,612.00 ",2021,540,501-1000 cc,Petrol,43.06,Third,2024,Active,Dealer,"$81,272.32 ",Metro
Delhi,50.5,High Usage,Bajaj,Pulsar 150,"$378,066.00 ",2018,540,501-1000 cc,Petrol,45.32,Second,2023,Not Available,Dealer,"$198,437.93 ",Metro
West Bengal,6.72,Lower Usage,Honda,Activa,"$55,931.00 ",2019,540,501-1000 cc,Petrol,55.7,Second,2021,Not Available,Dealer,"$24,055.15 ",Tier 1
Punjab,6.46,Lower Usage,Bajaj,Dominar 400,"$156,247.00 ",2022,540,501-1000 cc,Petrol,59.24,First,2022,Not Available,Individual,"$98,487.90 ",Tier 1
Rajasthan,46.32,High Usage,Hero,Passion Pro,"$345,024.00 ",2023,540,501-1000 cc,Electric,64.3,Second,2024,Active,Dealer,"$186,819.61 ",Tier 1
Maharashtra,19.58,Lower Usage,TVS,NTorq 125,"$249,041.00 ",2021,540,501-1000 cc,Electric,66.93,Second,2024,Expired,Individual,"$180,182.52 ",Tier 1
Madhya Pradesh,16.26,Lower Usage,TVS,Sport,"$233,807.00 ",2021,540,501-1000 cc,Hybrid,69.47,First,2021,Expired,Individual,"$185,381.37 ",Tier 2
Uttar Pradesh,6.19,Lower Usage,Kawasaki,Ninja 300,"$281,821.00 ",2023,540,501-1000 cc,Electric,77.42,Third,2024,Active,Dealer,"$137,692.68 ",Tier 2
Gujarat,5.49,Lower Usage,Bajaj,Dominar 400,"$332,854.00 ",2022,540,501-1000 cc,Hybrid,79.6,First,2022,Active,Dealer,"$210,951.57 ",Tier 1
Maharashtra,9.2,Lower Usage,TVS,Apache RTR 160,"$389,881.00 ",2021,540,501-1000 cc,Electric,88.42,Second,2021,Active,Individual,"$287,531.03 ",Tier 3
West Bengal,49.34,High Usage,TVS,Apache RTR 160,"$276,059.00 ",2024,541,501-1000 cc,Petrol,34.73,Second,2024,Active,Individual,"$216,214.44 ",Tier 2
Delhi,45.11,High Usage,Honda,Dio,"$82,114.00 ",2023,541,501-1000 cc,Petrol,36.83,Third,2023,Expired,Individual,"$33,757.75 ",Tier 1
Tamil Nadu,12.58,Lower Usage,Yamaha,Ray ZR,"$199,081.00 ",2018,541,501-1000 cc,Electric,68.4,Third,2024,Not Available,Individual,"$129,255.46 ",Metro
Karnataka,34.64,Moderate Usage,Bajaj,Pulsar 150,"$65,228.00 ",2017,541,501-1000 cc,Electric,70.47,Second,2021,Expired,Individual,"$45,355.55 ",Tier 2
Gujarat,76.68,High Usage,TVS,Sport,"$271,942.00 ",2019,541,501-1000 cc,Electric,72.8,First,2019,Not Available,Individual,"$178,212.91 ",Tier 3
Delhi,52.77,High Usage,Hero,Passion Pro,"$349,807.00 ",2018,541,501-1000 cc,Electric,81.05,Third,2020,Expired,Dealer,"$226,727.23 ",Tier 1
Karnataka,24.82,Moderate Usage,Honda,Unicorn,"$385,958.00 ",2019,541,501-1000 cc,Electric,82.03,First,2019,Active,Dealer,"$261,453.38 ",Tier 1
Rajasthan,45.62,High Usage,KTM,250 Duke,"$54,211.00 ",2020,541,501-1000 cc,Electric,85.27,Second,2020,Not Available,Dealer,"$37,860.61 ",Tier 3
Tamil Nadu,29.06,Moderate Usage,Yamaha,R15 V4,"$134,632.00 ",2019,541,501-1000 cc,Hybrid,86.37,First,2019,Not Available,Dealer,"$60,745.83 ",Tier 3
Uttar Pradesh,56.23,High Usage,Bajaj,Dominar 400,"$274,594.00 ",2018,541,501-1000 cc,Hybrid,92.37,First,2018,Not Available,Dealer,"$127,819.11 ",Tier 1
Madhya Pradesh,5.74,Lower Usage,Bajaj,Avenger 220,"$383,892.00 ",2019,541,501-1000 cc,Electric,92.75,Second,2022,Active,Individual,"$248,501.30 ",Metro
Tamil Nadu,64.82,High Usage,Hero,Glamour,"$246,763.00 ",2015,541,501-1000 cc,Electric,98.87,Third,2023,Expired,Dealer,"$171,359.44 ",Metro
Rajasthan,20.5,Lower Usage,TVS,Apache RTR 160,"$364,666.00 ",2024,541,501-1000 cc,Hybrid,99.65,Third,2024,Expired,Individual,"$238,714.85 ",Tier 3
Punjab,44.7,High Usage,Hero,Glamour,"$198,786.00 ",2019,542,501-1000 cc,Petrol,29.49,First,2019,Expired,Individual,"$145,261.54 ",Tier 2
Madhya Pradesh,12.5,Lower Usage,Yamaha,R15 V4,"$178,454.00 ",2019,542,501-1000 cc,Petrol,31.19,Third,2024,Not Available,Dealer,"$106,022.89 ",Tier 2
Maharashtra,15.95,Lower Usage,Bajaj,Avenger 220,"$227,757.00 ",2021,542,501-1000 cc,Petrol,32.05,First,2021,Expired,Dealer,"$118,668.34 ",Tier 1
Punjab,30.51,Moderate Usage,Yamaha,Ray ZR,"$161,169.00 ",2016,542,501-1000 cc,Hybrid,60.34,First,2016,Expired,Dealer,"$115,123.89 ",Tier 3
West Bengal,68.15,High Usage,Kawasaki,Ninja 300,"$361,573.00 ",2016,542,501-1000 cc,Electric,67.9,Second,2021,Not Available,Dealer,"$239,578.83 ",Tier 1
Maharashtra,11.99,Lower Usage,Yamaha,MT-15,"$371,021.00 ",2019,542,501-1000 cc,Hybrid,70.63,Second,2022,Not Available,Individual,"$196,208.96 ",Metro
Tamil Nadu,63.31,High Usage,Yamaha,MT-15,"$165,279.00 ",2019,542,501-1000 cc,Hybrid,74.47,Third,2021,Expired,Dealer,"$100,761.25 ",Metro
Tamil Nadu,7.77,Lower Usage,TVS,Apache RTR 160,"$368,732.00 ",2023,542,501-1000 cc,Hybrid,79.1,First,2023,Active,Dealer,"$213,812.93 ",Metro
West Bengal,46.65,High Usage,Kawasaki,Vulcan S,"$104,528.00 ",2020,542,501-1000 cc,Hybrid,79.47,First,2020,Active,Individual,"$68,164.18 ",Tier 2
Punjab,55.8,High Usage,TVS,Jupiter,"$152,438.00 ",2022,542,501-1000 cc,Electric,88.38,Second,2023,Active,Individual,"$118,606.81 ",Tier 1
