State,Avg Daily Distance(Km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Tamil Nadu,21.93,Kawasaki,Vulcan S,"$126,395.00 ",2017,506,Hybrid,62.5,Second,2018,Not Available,Dealer,"$60,031.34 ",Tier 1
Madhya Pradesh,75.82,Hero,Passion Pro,"$196,119.00 ",2020,506,Electric,70.45,Second,2023,Active,Dealer,"$140,231.51 ",Tier 1
Karnataka,43.8,Royal Enfield,Classic 350,"$273,410.00 ",2022,506,Hybrid,71.93,Third,2022,Active,Individual,"$133,184.92 ",Tier 2
Punjab,61.13,Royal Enfield,Meteor 350,"$272,711.00 ",2019,506,Electric,72.99,Second,2021,Not Available,Dealer,"$142,595.33 ",Tier 2
Tamil Nadu,40.37,Yamaha,MT-15,"$78,801.00 ",2022,506,Electric,78.9,Second,2022,Expired,Individual,"$60,750.26 ",Tier 1
Uttar Pradesh,72.03,Kawasaki,Versys 650,"$253,575.00 ",2023,506,Electric,81.81,Third,2024,Expired,Individual,"$190,417.68 ",Tier 3
West Bengal,39.92,Royal Enfield,Classic 350,"$387,052.00 ",2018,506,Electric,85.82,First,2018,Expired,Dealer,"$307,208.92 ",Tier 1
Rajasthan,79.98,KTM,390 Adventure,"$294,724.00 ",2016,506,Hybrid,87.5,First,2016,Expired,Dealer,"$122,088.20 ",Tier 3
Tamil Nadu,13.97,Royal Enfield,Classic 350,"$353,712.00 ",2017,506,Hybrid,93.84,First,2017,Expired,Individual,"$268,776.34 ",Tier 2
Uttar Pradesh,5.9,Honda,Shine,"$290,372.00 ",2016,506,Electric,98.01,First,2016,Expired,Individual,"$211,947.15 ",Tier 1
Delhi,29.77,KTM,125 Duke,"$189,719.00 ",2021,506,Electric,100,Second,2023,Not Available,Dealer,"$103,130.48 ",Tier 2
Punjab,42.55,Honda,CBR 650R,"$155,552.00 ",2020,507,Electric,72.1,Second,2020,Active,Dealer,"$102,415.54 ",Tier 1
Rajasthan,79.18,TVS,NTorq 125,"$133,793.00 ",2015,507,Electric,77.83,First,2015,Expired,Individual,"$73,437.25 ",Tier 1
Rajasthan,11.69,Kawasaki,Z650,"$295,309.00 ",2021,507,Electric,81.39,First,2021,Not Available,Individual,"$233,428.43 ",Tier 2
Rajasthan,23.11,Hero,Splendor Plus,"$57,764.00 ",2015,507,Hybrid,83,First,2015,Expired,Dealer,"$35,090.77 ",Metro
Karnataka,64.8,Yamaha,Ray ZR,"$325,987.00 ",2023,507,Electric,90.14,First,2023,Expired,Dealer,"$214,913.61 ",Metro
West Bengal,71.93,Bajaj,Pulsar 150,"$353,841.00 ",2023,507,Hybrid,99.04,First,2023,Active,Dealer,"$144,505.96 ",Metro
Uttar Pradesh,30.65,Royal Enfield,Interceptor 650,"$227,955.00 ",2024,508,Petrol,28.17,First,2024,Not Available,Dealer,"$161,212.05 ",Tier 3
Karnataka,32.95,Bajaj,Pulsar 150,"$311,628.00 ",2015,508,Hybrid,60.06,First,2015,Active,Individual,"$173,323.11 ",Tier 1
Tamil Nadu,36.28,Yamaha,Ray ZR,"$300,186.00 ",2020,508,Electric,62.55,Second,2024,Active,Dealer,"$163,861.02 ",Tier 3
Maharashtra,11.84,KTM,RC 390,"$379,899.00 ",2022,508,Hybrid,66.66,Third,2022,Not Available,Dealer,"$228,179.65 ",Tier 1
Karnataka,38.29,Kawasaki,Ninja 400,"$332,825.00 ",2018,508,Electric,67.15,Second,2020,Expired,Individual,"$150,591.55 ",Tier 1
Maharashtra,66.98,Bajaj,Platina 110,"$83,652.00 ",2017,508,Electric,68.15,Second,2021,Expired,Dealer,"$53,851.05 ",Tier 1
Delhi,13.74,Yamaha,R15 V4,"$95,506.00 ",2019,508,Hybrid,78.26,First,2019,Active,Individual,"$41,146.79 ",Tier 3
Madhya Pradesh,51.83,Kawasaki,Vulcan S,"$111,945.00 ",2017,508,Hybrid,83.86,Second,2019,Expired,Individual,"$59,598.92 ",Metro
Karnataka,15.6,KTM,RC 390,"$288,868.00 ",2018,508,Hybrid,85.9,Second,2022,Expired,Dealer,"$218,146.49 ",Metro
Punjab,68,Kawasaki,Versys 650,"$232,289.00 ",2017,508,Electric,90.98,Third,2019,Active,Individual,"$100,795.76 ",Metro
Punjab,42.93,Kawasaki,Z650,"$332,272.00 ",2024,508,Electric,92.08,Third,2024,Not Available,Dealer,"$198,975.81 ",Tier 1
Karnataka,7.04,Honda,Shine,"$249,034.00 ",2015,508,Hybrid,92.66,First,2015,Not Available,Dealer,"$154,284.73 ",Metro
Gujarat,27.86,TVS,NTorq 125,"$59,689.00 ",2017,508,Hybrid,95.41,First,2017,Expired,Dealer,"$39,986.12 ",Tier 1
Tamil Nadu,11.51,Hero,HF Deluxe,"$178,240.00 ",2016,509,Petrol,25.43,First,2016,Not Available,Dealer,"$140,543.04 ",Metro
Punjab,59.31,Bajaj,Avenger 220,"$76,790.00 ",2023,509,Petrol,29.3,Second,2023,Expired,Individual,"$57,526.87 ",Metro
Gujarat,63.63,Yamaha,R15 V4,"$376,618.00 ",2019,509,Petrol,50.06,Third,2020,Active,Dealer,"$186,403.68 ",Tier 3
Gujarat,61.5,Yamaha,Fascino 125,"$177,408.00 ",2015,509,Hybrid,67.25,Second,2018,Expired,Dealer,"$99,192.50 ",Tier 2
Maharashtra,41.96,Bajaj,Pulsar 150,"$312,529.00 ",2022,509,Electric,68.16,Third,2024,Not Available,Individual,"$204,938.96 ",Tier 2
Maharashtra,28.76,KTM,RC 390,"$261,095.00 ",2023,509,Hybrid,75.41,Third,2024,Active,Individual,"$141,720.09 ",Tier 3
Uttar Pradesh,15.64,TVS,NTorq 125,"$249,088.00 ",2022,509,Electric,76.32,Second,2022,Active,Individual,"$101,387.95 ",Tier 3
Maharashtra,17.91,Yamaha,Fascino 125,"$229,277.00 ",2017,509,Electric,81.47,Third,2020,Not Available,Individual,"$105,536.99 ",Tier 1
Punjab,7.1,Yamaha,Fascino 125,"$90,877.00 ",2015,509,Hybrid,81.94,Third,2017,Not Available,Individual,"$52,873.65 ",Metro
Tamil Nadu,53.25,Kawasaki,Ninja 400,"$66,661.00 ",2016,509,Electric,87.03,Second,2022,Active,Individual,"$38,617.72 ",Metro
West Bengal,34.25,Hero,Passion Pro,"$195,637.00 ",2017,510,Petrol,34.07,Second,2024,Active,Dealer,"$140,292.73 ",Tier 3
West Bengal,46.03,Hero,Passion Pro,"$89,658.00 ",2021,510,Petrol,42.07,Second,2022,Active,Dealer,"$53,590.69 ",Tier 2
Gujarat,67.29,Royal Enfield,Classic 350,"$127,060.00 ",2018,510,Petrol,54.45,First,2018,Active,Individual,"$65,472.21 ",Metro
Maharashtra,40.35,Bajaj,Dominar 400,"$333,368.00 ",2020,510,Electric,81.61,Third,2023,Expired,Individual,"$252,302.70 ",Tier 3
Rajasthan,70.05,Honda,Shine,"$247,374.00 ",2023,510,Electric,82.76,Second,2024,Active,Individual,"$99,910.22 ",Tier 1
West Bengal,33.43,Yamaha,MT-15,"$82,210.00 ",2022,510,Electric,86.42,First,2022,Expired,Individual,"$48,329.64 ",Tier 2
Maharashtra,24.39,TVS,Apache RTR 160,"$398,017.00 ",2015,510,Hybrid,86.93,Second,2018,Active,Dealer,"$208,424.27 ",Tier 3
Uttar Pradesh,75.68,Hero,HF Deluxe,"$386,075.00 ",2024,510,Electric,89.73,First,2024,Expired,Dealer,"$276,704.36 ",Metro
Rajasthan,41.76,Hero,HF Deluxe,"$138,911.00 ",2024,510,Hybrid,93.46,Second,2024,Active,Individual,"$97,022.27 ",Tier 1
Punjab,32.2,Yamaha,Ray ZR,"$238,302.00 ",2020,510,Hybrid,96.35,Second,2020,Not Available,Individual,"$101,004.51 ",Tier 2
Karnataka,63.54,TVS,NTorq 125,"$135,871.00 ",2016,510,Hybrid,99.2,Third,2022,Not Available,Dealer,"$56,773.91 ",Tier 1
Karnataka,13.22,TVS,Ronin,"$147,330.00 ",2016,511,Petrol,47.6,Third,2021,Not Available,Dealer,"$97,729.98 ",Tier 2
Gujarat,9.77,Hero,HF Deluxe,"$389,451.00 ",2017,511,Petrol,49.7,Third,2020,Expired,Individual,"$166,624.96 ",Tier 2
Uttar Pradesh,71.26,Hero,HF Deluxe,"$140,800.00 ",2017,511,Petrol,51.39,Second,2017,Not Available,Dealer,"$107,302.28 ",Tier 2
Tamil Nadu,67.85,Royal Enfield,Interceptor 650,"$57,581.00 ",2016,511,Electric,63.4,First,2016,Active,Dealer,"$28,871.07 ",Tier 2
Rajasthan,14.05,Bajaj,Dominar 400,"$85,446.00 ",2020,511,Hybrid,81.59,First,2020,Not Available,Dealer,"$58,809.91 ",Metro
Gujarat,9.28,Royal Enfield,Interceptor 650,"$220,153.00 ",2016,511,Hybrid,85.92,Third,2023,Not Available,Individual,"$154,301.47 ",Tier 3
West Bengal,34.91,KTM,Duke 200,"$68,452.00 ",2023,512,Electric,64.09,Third,2024,Not Available,Dealer,"$28,734.28 ",Metro
Uttar Pradesh,30.55,Bajaj,Platina 110,"$346,617.00 ",2020,512,Hybrid,64.61,Second,2024,Active,Dealer,"$182,974.76 ",Tier 1
Maharashtra,36.57,TVS,Sport,"$205,288.00 ",2019,512,Hybrid,68,Third,2020,Not Available,Individual,"$101,972.67 ",Tier 2
Rajasthan,37.06,Hero,Xtreme 160R,"$89,302.00 ",2019,512,Electric,69.7,Third,2019,Not Available,Individual,"$61,377.67 ",Metro
West Bengal,66.19,TVS,Apache RTR 160,"$176,357.00 ",2015,512,Hybrid,75.9,Third,2016,Active,Individual,"$77,499.96 ",Tier 3
Maharashtra,24.64,Honda,Unicorn,"$322,946.00 ",2019,512,Electric,83.33,First,2019,Not Available,Individual,"$137,657.75 ",Tier 3
Tamil Nadu,72.79,Hero,Xtreme 160R,"$255,014.00 ",2017,512,Electric,84.19,Second,2019,Active,Individual,"$175,449.23 ",Tier 1
West Bengal,74.72,TVS,NTorq 125,"$319,237.00 ",2024,512,Hybrid,84.97,Second,2024,Not Available,Individual,"$186,415.12 ",Tier 1
Karnataka,7.47,Bajaj,Platina 110,"$298,191.00 ",2023,512,Electric,95.54,Third,2023,Expired,Individual,"$233,255.69 ",Tier 1
Punjab,49.72,Royal Enfield,Interceptor 650,"$116,144.00 ",2019,513,Petrol,26.28,Third,2024,Expired,Dealer,"$59,574.93 ",Tier 3
Uttar Pradesh,16.13,KTM,RC 390,"$375,137.00 ",2021,513,Petrol,37,First,2021,Active,Dealer,"$235,789.58 ",Metro
Rajasthan,69.04,TVS,Sport,"$346,142.00 ",2019,513,Petrol,49.33,Third,2019,Expired,Dealer,"$256,642.58 ",Tier 3
Uttar Pradesh,38.37,Kawasaki,Ninja 300,"$134,073.00 ",2024,513,Petrol,49.64,Third,2024,Active,Individual,"$59,613.59 ",Tier 3
West Bengal,53,Hero,Splendor Plus,"$82,554.00 ",2021,513,Petrol,55.82,First,2021,Active,Individual,"$38,383.02 ",Metro
Karnataka,64.22,Kawasaki,Versys 650,"$180,903.00 ",2018,513,Electric,83.65,Second,2019,Not Available,Individual,"$97,250.24 ",Metro
Tamil Nadu,39.01,KTM,250 Duke,"$334,286.00 ",2018,513,Hybrid,89.17,Second,2019,Not Available,Dealer,"$259,351.57 ",Tier 2
Maharashtra,46.7,KTM,250 Duke,"$105,167.00 ",2020,514,Petrol,30.62,Third,2021,Not Available,Dealer,"$62,744.79 ",Tier 3
Punjab,15.96,Hero,Passion Pro,"$337,961.00 ",2015,514,Petrol,32.82,Third,2023,Expired,Individual,"$221,337.87 ",Tier 3
Punjab,54.63,Royal Enfield,Classic 350,"$199,630.00 ",2015,514,Petrol,36.02,First,2015,Expired,Dealer,"$118,769.55 ",Tier 2
Uttar Pradesh,43.37,Royal Enfield,Himalayan,"$276,512.00 ",2022,514,Petrol,47.96,Third,2022,Not Available,Individual,"$137,767.31 ",Tier 1
Uttar Pradesh,51.52,Hero,HF Deluxe,"$265,970.00 ",2022,514,Hybrid,62.91,Third,2023,Expired,Individual,"$175,625.33 ",Tier 2
Maharashtra,16.22,Hero,Splendor Plus,"$378,515.00 ",2019,514,Electric,87.6,First,2019,Expired,Individual,"$217,739.83 ",Tier 2
Uttar Pradesh,50.71,Honda,Unicorn,"$327,789.00 ",2017,514,Electric,94.49,Third,2023,Expired,Individual,"$206,413.16 ",Tier 2
Karnataka,63.31,Hero,Passion Pro,"$167,371.00 ",2023,514,Hybrid,97.52,Second,2023,Not Available,Individual,"$109,448.79 ",Metro
Tamil Nadu,22.7,Royal Enfield,Hunter 350,"$378,224.00 ",2023,515,Petrol,39.57,Third,2024,Not Available,Dealer,"$168,213.93 ",Tier 1
Tamil Nadu,50.04,Yamaha,FZ V3,"$388,224.00 ",2018,515,Petrol,39.83,Second,2019,Not Available,Individual,"$286,617.06 ",Tier 1
Karnataka,15.35,TVS,Sport,"$131,865.00 ",2017,515,Petrol,44.67,Third,2022,Not Available,Individual,"$67,976.62 ",Tier 3
Karnataka,39.01,Yamaha,Ray ZR,"$74,997.00 ",2022,515,Petrol,49.14,Third,2024,Not Available,Individual,"$42,436.54 ",Tier 2
Karnataka,9.67,Royal Enfield,Classic 350,"$78,351.00 ",2019,515,Petrol,55.71,Third,2019,Not Available,Dealer,"$60,141.56 ",Tier 2
Uttar Pradesh,48.67,Honda,Shine,"$79,791.00 ",2022,515,Hybrid,77.18,First,2022,Expired,Dealer,"$57,004.23 ",Tier 3
Maharashtra,5.49,Kawasaki,Vulcan S,"$117,777.00 ",2021,515,Electric,77.78,Third,2024,Expired,Individual,"$93,585.33 ",Tier 3
Punjab,17.74,TVS,Jupiter,"$320,920.00 ",2021,515,Electric,90.83,Second,2021,Active,Individual,"$195,809.75 ",Tier 1
Rajasthan,61.36,Bajaj,Avenger 220,"$76,803.00 ",2023,515,Electric,94.46,First,2023,Expired,Dealer,"$45,609.78 ",Tier 2
Delhi,73.3,Royal Enfield,Interceptor 650,"$96,183.00 ",2022,515,Electric,96.59,Second,2023,Active,Individual,"$45,927.48 ",Metro
Uttar Pradesh,38.01,KTM,Duke 200,"$117,451.00 ",2016,515,Electric,97.32,Second,2016,Active,Dealer,"$49,000.68 ",Metro
Punjab,48.36,KTM,RC 390,"$122,863.00 ",2017,516,Petrol,35.61,Third,2024,Expired,Individual,"$65,487.40 ",Tier 3
Karnataka,15.1,Bajaj,Avenger 220,"$251,402.00 ",2021,516,Petrol,40.19,First,2021,Not Available,Dealer,"$118,341.84 ",Tier 2
Punjab,26.24,Royal Enfield,Himalayan,"$126,742.00 ",2016,516,Petrol,44.55,First,2016,Expired,Dealer,"$84,770.85 ",Metro
Delhi,57.97,Royal Enfield,Interceptor 650,"$326,146.00 ",2023,516,Electric,65.97,First,2023,Active,Dealer,"$238,566.76 ",Tier 2
Tamil Nadu,52.45,Royal Enfield,Interceptor 650,"$112,747.00 ",2016,516,Hybrid,71.36,Third,2023,Expired,Dealer,"$47,298.94 ",Tier 3
Punjab,56.48,Royal Enfield,Classic 350,"$378,399.00 ",2018,516,Hybrid,84.37,Third,2023,Active,Individual,"$295,754.39 ",Tier 3
Uttar Pradesh,12.72,KTM,125 Duke,"$78,385.00 ",2015,516,Electric,90.67,Second,2022,Expired,Dealer,"$40,278.10 ",Tier 1
Karnataka,22.89,Honda,Shine,"$61,786.00 ",2020,516,Electric,97.89,Third,2024,Expired,Dealer,"$33,427.81 ",Tier 3
Tamil Nadu,53.38,KTM,Duke 200,"$341,728.00 ",2021,516,Hybrid,99.2,First,2021,Expired,Dealer,"$143,867.63 ",Tier 3
Madhya Pradesh,50.73,Yamaha,Ray ZR,"$218,027.00 ",2017,517,Petrol,28.56,First,2017,Expired,Dealer,"$116,744.22 ",Tier 2
Maharashtra,41.74,KTM,250 Duke,"$234,741.00 ",2016,517,Petrol,38.74,First,2016,Active,Dealer,"$114,261.56 ",Tier 1
Uttar Pradesh,30.41,Kawasaki,Vulcan S,"$125,574.00 ",2019,517,Electric,62.77,Second,2020,Not Available,Individual,"$86,141.89 ",Metro
Punjab,14.96,KTM,250 Duke,"$380,372.00 ",2016,517,Electric,68.44,First,2016,Active,Individual,"$255,110.91 ",Metro
Rajasthan,73.76,Honda,Dio,"$282,632.00 ",2016,517,Hybrid,78.05,First,2016,Not Available,Individual,"$199,121.97 ",Metro
Punjab,41.52,Bajaj,CT 100,"$291,806.00 ",2015,517,Hybrid,89.5,First,2015,Not Available,Individual,"$187,276.82 ",Tier 3
Uttar Pradesh,5.63,Bajaj,Platina 110,"$288,444.00 ",2023,517,Electric,90.87,Third,2024,Not Available,Individual,"$149,964.30 ",Metro
West Bengal,35.87,Bajaj,Platina 110,"$56,417.00 ",2017,517,Electric,90.94,Third,2021,Expired,Individual,"$25,499.93 ",Tier 1
Punjab,59.97,TVS,Apache RTR 160,"$291,212.00 ",2020,517,Hybrid,91.36,Second,2020,Expired,Dealer,"$170,701.81 ",Metro
Uttar Pradesh,49.03,KTM,390 Adventure,"$199,321.00 ",2016,518,Petrol,42.32,First,2016,Active,Individual,"$92,066.68 ",Tier 3
Rajasthan,15.53,Hero,HF Deluxe,"$313,855.00 ",2022,518,Electric,67.05,First,2022,Active,Individual,"$249,975.03 ",Tier 2
Tamil Nadu,75.34,KTM,390 Adventure,"$324,929.00 ",2017,518,Electric,77.26,First,2017,Expired,Individual,"$148,627.29 ",Tier 2
Delhi,66.06,Hero,Glamour,"$226,406.00 ",2021,518,Hybrid,80.88,Third,2024,Expired,Dealer,"$162,158.14 ",Metro
Rajasthan,43.12,Royal Enfield,Himalayan,"$288,338.00 ",2021,518,Electric,84.52,Second,2024,Not Available,Dealer,"$183,713.31 ",Tier 2
Maharashtra,73.84,Bajaj,Avenger 220,"$363,217.00 ",2017,518,Electric,86.9,First,2017,Not Available,Individual,"$196,674.92 ",Tier 1
Tamil Nadu,49.02,Bajaj,Platina 110,"$314,250.00 ",2016,518,Hybrid,89.94,Third,2017,Expired,Individual,"$213,634.55 ",Tier 3
Punjab,51.21,TVS,NTorq 125,"$80,448.00 ",2015,518,Hybrid,99.02,Second,2023,Not Available,Dealer,"$64,141.03 ",Metro
Delhi,17.43,KTM,250 Duke,"$276,058.00 ",2018,519,Petrol,28.62,Second,2022,Active,Dealer,"$187,403.58 ",Metro
Maharashtra,19.62,Bajaj,CT 100,"$135,697.00 ",2020,519,Petrol,30.18,Second,2020,Expired,Individual,"$57,333.52 ",Tier 1
Karnataka,41.66,TVS,Ronin,"$192,201.00 ",2020,519,Petrol,31.29,Second,2021,Expired,Dealer,"$127,688.63 ",Tier 1
West Bengal,38.2,Yamaha,Fascino 125,"$196,186.00 ",2023,519,Petrol,35.81,First,2023,Active,Dealer,"$83,122.39 ",Metro
Maharashtra,39.58,Kawasaki,Z650,"$247,025.00 ",2016,519,Petrol,36.43,First,2016,Not Available,Individual,"$189,397.53 ",Tier 2
Gujarat,41.34,Bajaj,Dominar 400,"$334,036.00 ",2021,519,Petrol,38.62,Third,2024,Not Available,Dealer,"$229,831.41 ",Metro
Punjab,56.72,KTM,390 Adventure,"$51,911.00 ",2021,519,Petrol,47.68,Second,2022,Expired,Individual,"$29,643.72 ",Tier 1
Rajasthan,52.78,Hero,Passion Pro,"$113,756.00 ",2024,519,Petrol,55.79,Third,2024,Not Available,Individual,"$83,582.84 ",Tier 2
West Bengal,33.54,TVS,NTorq 125,"$188,250.00 ",2024,519,Electric,60.66,Second,2024,Not Available,Individual,"$77,958.01 ",Tier 3
Gujarat,29.65,Honda,Unicorn,"$225,407.00 ",2018,519,Electric,61.19,First,2018,Not Available,Dealer,"$105,306.59 ",Tier 3
Maharashtra,62.11,Bajaj,Pulsar 150,"$102,023.00 ",2022,519,Electric,70.04,Second,2022,Expired,Dealer,"$79,922.78 ",Tier 2
Punjab,31.52,Honda,Shine,"$170,040.00 ",2017,519,Electric,71.84,Second,2019,Active,Dealer,"$133,869.35 ",Metro
Uttar Pradesh,29.18,Honda,CBR 650R,"$100,070.00 ",2019,519,Hybrid,73.66,First,2019,Not Available,Dealer,"$63,109.68 ",Tier 1
Karnataka,54.84,Royal Enfield,Himalayan,"$156,623.00 ",2022,519,Electric,80.11,Second,2022,Expired,Individual,"$85,731.86 ",Tier 3
Uttar Pradesh,8.34,KTM,390 Adventure,"$87,754.00 ",2024,519,Electric,90.8,First,2024,Active,Individual,"$61,093.34 ",Tier 2
Rajasthan,70.7,Royal Enfield,Himalayan,"$124,119.00 ",2021,519,Hybrid,92.06,Third,2021,Not Available,Dealer,"$64,972.11 ",Tier 2
Karnataka,9.69,Yamaha,MT-15,"$248,174.00 ",2021,519,Electric,93.73,Third,2024,Expired,Dealer,"$189,255.23 ",Tier 3
Karnataka,20.68,Royal Enfield,Hunter 350,"$398,805.00 ",2017,520,Petrol,32.83,Second,2023,Expired,Dealer,"$255,834.13 ",Metro
Maharashtra,38.46,Yamaha,FZ V3,"$219,420.00 ",2015,520,Petrol,33.49,Second,2015,Active,Dealer,"$123,518.34 ",Metro
Rajasthan,74.02,Yamaha,MT-15,"$316,817.00 ",2016,520,Petrol,34.95,Second,2024,Not Available,Individual,"$218,452.41 ",Metro
Punjab,38.23,Yamaha,FZ V3,"$188,824.00 ",2024,520,Petrol,40.88,Third,2024,Not Available,Individual,"$78,415.97 ",Tier 1
Punjab,22.75,TVS,Apache RTR 160,"$143,450.00 ",2024,520,Petrol,41.5,Third,2024,Expired,Dealer,"$64,269.41 ",Metro
Rajasthan,36.71,Honda,Dio,"$319,133.00 ",2019,520,Petrol,49.91,First,2019,Expired,Dealer,"$201,698.27 ",Tier 2
Rajasthan,65.77,Yamaha,Fascino 125,"$72,309.00 ",2019,520,Petrol,53.14,First,2019,Not Available,Individual,"$52,519.90 ",Metro
Rajasthan,75.04,KTM,RC 390,"$317,115.00 ",2017,520,Petrol,56.92,Third,2021,Expired,Dealer,"$185,629.82 ",Tier 3
West Bengal,16.71,KTM,Duke 200,"$234,063.00 ",2017,520,Petrol,56.95,First,2017,Not Available,Dealer,"$144,805.47 ",Tier 1
Madhya Pradesh,48.37,Kawasaki,Z650,"$186,231.00 ",2018,520,Petrol,57.43,Third,2020,Expired,Individual,"$89,485.74 ",Tier 3
Punjab,48.92,TVS,Ronin,"$124,197.00 ",2017,520,Electric,64.32,Second,2017,Not Available,Individual,"$61,749.36 ",Tier 2
Delhi,17.65,Royal Enfield,Hunter 350,"$232,311.00 ",2017,520,Electric,64.62,Second,2019,Active,Individual,"$116,769.39 ",Tier 2
Karnataka,75.61,TVS,Ronin,"$291,701.00 ",2020,520,Hybrid,76.25,Third,2021,Expired,Individual,"$211,640.44 ",Tier 3
Madhya Pradesh,61.63,Kawasaki,Ninja 300,"$333,809.00 ",2018,520,Electric,77.26,Third,2020,Active,Individual,"$187,146.68 ",Tier 3
Rajasthan,34.97,Bajaj,Avenger 220,"$387,229.00 ",2016,520,Hybrid,80.43,Third,2020,Not Available,Dealer,"$306,881.61 ",Tier 3
Madhya Pradesh,42.27,Kawasaki,Ninja 300,"$127,122.00 ",2017,520,Electric,83.45,Third,2020,Not Available,Dealer,"$60,160.95 ",Metro
Delhi,42.12,KTM,RC 390,"$126,995.00 ",2018,520,Hybrid,83.58,First,2018,Expired,Individual,"$97,951.56 ",Metro
Punjab,35.32,Bajaj,CT 100,"$178,049.00 ",2021,520,Hybrid,87.18,First,2021,Expired,Dealer,"$114,981.30 ",Tier 3
Maharashtra,40.26,Honda,Activa,"$278,177.00 ",2022,520,Hybrid,87.52,First,2022,Not Available,Individual,"$183,999.58 ",Tier 1
Madhya Pradesh,73.97,Yamaha,Fascino 125,"$209,111.00 ",2024,520,Hybrid,99.54,Second,2024,Active,Dealer,"$89,354.12 ",Metro
Karnataka,68.8,Yamaha,MT-15,"$280,636.00 ",2018,521,Petrol,58.56,Third,2019,Not Available,Individual,"$145,442.67 ",Tier 2
Madhya Pradesh,7.21,Bajaj,CT 100,"$390,032.00 ",2015,521,Electric,70.91,Second,2022,Not Available,Dealer,"$156,689.11 ",Tier 2
Rajasthan,73.27,TVS,NTorq 125,"$176,700.00 ",2020,521,Electric,72.95,First,2020,Not Available,Dealer,"$129,115.55 ",Tier 3
Maharashtra,48.14,TVS,Jupiter,"$84,553.00 ",2019,521,Electric,74.98,First,2019,Active,Individual,"$56,111.67 ",Tier 2
Rajasthan,36.52,Bajaj,Avenger 220,"$320,385.00 ",2017,521,Hybrid,79.25,First,2017,Active,Individual,"$200,232.01 ",Tier 3
Punjab,52.14,Honda,Unicorn,"$293,860.00 ",2022,521,Electric,79.55,First,2022,Expired,Individual,"$171,373.42 ",Metro
Madhya Pradesh,66.86,Hero,Xtreme 160R,"$398,114.00 ",2016,521,Electric,80.34,Second,2018,Not Available,Individual,"$302,590.61 ",Tier 1
Madhya Pradesh,59.58,Kawasaki,Versys 650,"$231,857.00 ",2019,522,Petrol,30.61,Second,2020,Not Available,Individual,"$174,775.44 ",Tier 3
Uttar Pradesh,16.2,Yamaha,MT-15,"$178,874.00 ",2022,522,Petrol,35.01,Second,2022,Active,Individual,"$102,865.25 ",Tier 1
West Bengal,14.26,KTM,390 Adventure,"$58,220.00 ",2016,522,Petrol,41.91,First,2016,Active,Dealer,"$23,373.32 ",Tier 3
Maharashtra,58.95,Yamaha,R15 V4,"$67,760.00 ",2019,522,Petrol,47.3,Third,2022,Not Available,Dealer,"$53,063.69 ",Metro
Punjab,75.41,Yamaha,Ray ZR,"$90,428.00 ",2021,522,Petrol,56.66,First,2021,Expired,Individual,"$49,726.92 ",Metro
Gujarat,31.04,TVS,Ronin,"$71,922.00 ",2021,522,Hybrid,66.8,Third,2023,Expired,Dealer,"$30,318.23 ",Tier 2
Uttar Pradesh,30.37,Kawasaki,Vulcan S,"$221,245.00 ",2021,522,Electric,68.27,Third,2024,Active,Dealer,"$172,375.86 ",Tier 2
West Bengal,55.51,Honda,Unicorn,"$199,317.00 ",2016,522,Electric,71.55,First,2016,Expired,Individual,"$108,599.38 ",Tier 1
Tamil Nadu,13.54,KTM,Duke 200,"$231,402.00 ",2016,522,Electric,91.57,Second,2019,Not Available,Dealer,"$170,698.73 ",Tier 2
Karnataka,35.49,Bajaj,CT 100,"$222,256.00 ",2019,523,Petrol,25.87,First,2019,Expired,Dealer,"$126,413.98 ",Tier 2
Tamil Nadu,41.67,Yamaha,Fascino 125,"$368,672.00 ",2019,523,Petrol,26.81,Second,2020,Not Available,Individual,"$220,194.18 ",Tier 3
Rajasthan,54.22,Honda,Unicorn,"$137,134.00 ",2015,523,Petrol,28.68,First,2015,Active,Individual,"$60,902.46 ",Metro
Madhya Pradesh,65.33,Royal Enfield,Himalayan,"$256,186.00 ",2017,523,Petrol,58.44,First,2017,Expired,Dealer,"$188,239.52 ",Metro
West Bengal,13.64,TVS,Ronin,"$85,196.00 ",2015,523,Electric,65.21,Third,2023,Expired,Dealer,"$47,220.41 ",Tier 1
Punjab,22.96,KTM,RC 390,"$178,356.00 ",2022,523,Hybrid,79.53,First,2022,Active,Individual,"$83,589.17 ",Metro
Karnataka,16.27,TVS,Apache RTR 160,"$371,610.00 ",2018,523,Electric,79.77,Third,2024,Expired,Individual,"$285,084.03 ",Tier 2
Punjab,38.06,Bajaj,Platina 110,"$54,325.00 ",2015,523,Hybrid,85.24,Second,2017,Expired,Individual,"$38,395.63 ",Tier 2
Gujarat,75.98,Hero,Glamour,"$302,699.00 ",2016,523,Electric,86.42,Third,2021,Expired,Dealer,"$202,309.70 ",Tier 2
West Bengal,72.64,Honda,Activa,"$232,666.00 ",2023,524,Petrol,45.09,Third,2024,Expired,Dealer,"$146,929.85 ",Tier 2
Karnataka,62.42,Kawasaki,Ninja 400,"$355,799.00 ",2020,524,Petrol,58.82,First,2020,Active,Dealer,"$231,081.82 ",Metro
